Zone,Org District,AC,Org Mandal,LBName,2020 LSG,,2024 GE,,2025 LSG,
Alappuzha,Idukki North,Devikulam,Devikulam,Munnar Grampanchayat,0.47%,79,3.3%,963,4.3%,1001
Alappuzha,Idukki North,Devikulam,Devikulam,Marayoor Gramapanchayat,6.07%,488,8.3%,618,9.3%,902
Ernakulam,Thrissur City,Nattika,Nattika,Thalikulam,19.58%,3208,37.3%,5819,39%,8220
Ernakulam,Thrissur North,Wadakkanchery,Kaipparambu,Adat,18.74%,4018,21.1%,4058,39%,10615
Ernakulam,Thrissur City,Ollur,Peechi,Puthur,21.16%,6822,37.8%,579,39%,14951
Alappuzha,Idukki South,Idukki,Idukki,Konnathady Gramapanchayath,1.74%,293,13.1%,1906,14.1%,3183
Alappuzha,Idukki North,Devikulam,Adimali,Adimali,3.29%,772,10.3%,2071,11.3%,3410
Ernakulam,Ernakulam East,Piravom,Piravom,Koothattukulam,1.07%,127,14.3%,1310,15.3%,2146
Ernakulam,Ernakulam East,Piravom,Piravom,Piravom,3.51%,613,15.2%,2176,16.2%,3511
Ernakulam,Ernakulam City,Thripunithura,Palluruthy,Maradu,5.58%,1497,14.3%,NA,15.3%,4829
Ernakulam,Ernakulam City,Thrikkakara,Thrikkakara,Thrikkakara,4.84%,2227,12.7%,NA,13.7%,8644
Palakkad,Palakkad West,Tarur,Tharur,Kottayi Gramapanchayath,21.65%,3335,22.1%,3018,25%,4439
Ernakulam,Ernakulam North,Angamaly,Angamaly,Angamaly,4.93%,1118,7.7%,1429,8.7%,2366
Palakkad,Palakkad West,Shornur,Shornur,Chalavara Gramapanchayath,20.65%,3181,22.2%,3153,25%,4676
Ernakulam,Ernakulam North,Kalamassery,Kalamassery,Kalamassery,6.64%,2760,13%,4457,14%,7171
Ernakulam,Thrissur North,Chelakkara,Chelakkara,Thiruvilwamala,31.87%,6150,27.9%,4581,39%,9406
Alappuzha,Kottayam West,Ettumanoor,Ettumanoor,Ettumanoor,12.52%,3263,22.4%,5160,25%,8612
Ernakulam,Ernakulam East,Kothamangalam,Kothamangalam,Kothamangalam,3.75%,955,9.4%,2179,10.4%,3149
Ernakulam,Ernakulam East,Muvattupuzha,Muvattupuzha,Muvattupuzha,4.8%,894,11.7%,2355,12.7%,2732
Ernakulam,Thrissur North,Chelakkara,Chelakkara,Kondazhy,23.95%,3599,22.5%,2924,39%,6952
Ernakulam,Ernakulam East,Muvattupuzha,Muvattupuzha,Valakom Gramapanchayath,12.54%,1671,15.2%,1258,16.2%,2433
Ernakulam,Ernakulam East,Muvattupuzha,Muvattupuzha,Marady Gramapanchayath,1.29%,138,11.1%,975,12.1%,1461
Ernakulam,Ernakulam East,Muvattupuzha,Vazhakkulam,Manjalloor Gramapanchayath,8.16%,865,12.3%,1104,13.3%,1788
Ernakulam,Ernakulam East,Muvattupuzha,Vazhakkulam,Ayavana,4.59%,619,9.8%,1070,10.8%,1657
Ernakulam,Ernakulam East,Muvattupuzha,Vazhakkulam,Kalloorkaad Gramapanchayath,1.55%,135,11.1%,767,12.1%,1271
Ernakulam,Ernakulam East,Muvattupuzha,Muvattupuzha,Paipra Gramapanchayath,2.76%,825,6.6%,1445,7.6%,2575
Ernakulam,Ernakulam East,Muvattupuzha,Muvattupuzha,Arakkuzha,3.87%,395,11.8%,1013,12.8%,1464
Ernakulam,Ernakulam East,Muvattupuzha,Vazhakkulam,Avoly,2.66%,350,8.8%,996,9.8%,1495
Ernakulam,Ernakulam North,Paravoor,Vadakkekara,Puthenvelikkara Gramapanchayath,7.79%,1417,11.7%,1893,12.7%,2650
Ernakulam,Ernakulam North,Aluva,Nedumbassery,Sreemoolanagaram,11.16%,1972,10.4%,1630,12.16%,2320
Ernakulam,Thrissur North,Chelakkara,Chelakkara,Chelakkara,15.93%,4283,16.2%,3939,39%,12803
Ernakulam,Ernakulam North,Angamaly,Angamaly,Parakkadavu Gramapanchayath,11.97%,2478,10.4%,1858,12.97%,3289
Ernakulam,Ernakulam North,Aluva,Nedumbassery,Nedumbassery Gramapanchayath,14.16%,3084,12.1%,2326,15.16%,3668
Ernakulam,Thrissur North,Kunnamkulam,Kunnamkulam,Porkulam,24.4%,2802,24.5%,2871,39%,5297
Palakkad,Palakkad West,Thrithala,Thrithala,Thirumittacode Gramapanchayath,17.27%,3660,22.5%,2006,25%,6463
Ernakulam,Ernakulam East,Piravom,Piravom,Pampakuda Gramapanchayath,5.57%,654,15.2%,1780,16.2%,2197
Ernakulam,Ernakulam East,Muvattupuzha,Muvattupuzha,Palakuzha Gramapanchayath,5.88%,553,10%,774,11%,1187
Ernakulam,Ernakulam East,Piravom,Piravom,Thirumaradi Gramapanchayath,1.79%,211,14.3%,1313,15.3%,2051
Ernakulam,Ernakulam East,Piravom,Piravom,Elanji,4.13%,415,14.2%,1191,15.2%,2001
Ernakulam,Ernakulam East,Kothamangalam,Kothamangalam,Kottappady Grama Panchayath,6.16%,758,12.3%,1241,13.3%,1570
Ernakulam,Ernakulam East,Kothamangalam,Kavalangad,Kuttampuzha Gramapanchayath,8.26%,1362,8.3%,1128,9.3%,1828
Ernakulam,Ernakulam East,Kothamangalam,Kavalangad,Pallarimangalam Gramapanchayath,NA,NA,2.8%,212,3.8%,426
Ernakulam,Ernakulam East,Muvattupuzha,Vazhakkulam,Pothanikkad Gramapanchayath,2.29%,163,9.7%,551,10.7%,874
Ernakulam,Ernakulam East,Kothamangalam,Kavalangad,Keerampaara Gramapanchayath,0.67%,54,6.4%,435,7.4%,698
Ernakulam,Ernakulam East,Kothamangalam,Kavalangad,Varapetty Gramapanchayath,7.19%,942,10.3%,1222,11.3%,1724
Ernakulam,Ernakulam East,Kothamangalam,Kavalangad,Kavalangad Gramapanchayath,6.35%,1216,10.3%,1497,11.3%,2382
Ernakulam,Ernakulam East,Kothamangalam,Kothamangalam,Pindimana Gramapanchayath,12.14%,1331,14.4%,1210,15.4%,1818
Ernakulam,Ernakulam East,Kothamangalam,Kothamangalam,Nellikuzhy Gramapanchayath,10.18%,2807,9.9%,2376,11.18%,3362
Ernakulam,Ernakulam East,Muvattupuzha,Vazhakkulam,Paingottoor Gramapanchayath,5.32%,553,10.6%,951,11.6%,1374
Ernakulam,Ernakulam East,Kunnathunad,Kunnathunadu,Kunnathunad Gramapanchayath,3.83%,887,4.7%,1018,5.7%,1452
Ernakulam,Ernakulam East,Kunnathunad,Kolenchery,Aikkaranadu Gramapanchayath,3.39%,467,3.6%,461,4.6%,769
Ernakulam,Ernakulam East,Kunnathunad,Kunnathunadu,Mazhuvanoor Gramapanchayath,7.93%,1931,6.9%,1376,8.93%,2381
Ernakulam,Ernakulam East,Kunnathunad,Kolenchery,Vadavukode-Puthencruz Gramapanachayath,1.53%,242,5.2%,978,6.2%,1083
Ernakulam,Ernakulam East,Kunnathunad,Kolenchery,Thiruvaniyoor Gramapanchayath,7.45%,1327,6.4%,1065,8.45%,1742
Ernakulam,Ernakulam East,Kunnathunad,Kolenchery,Poothrika Gramapanchayath,10.37%,1417,4.1%,408,11.37%,1842
Ernakulam,Ernakulam East,Piravom,Chottanikara,Maneedu Gramapanchayath,2.47%,298,10.2%,1026,11.2%,1558
Ernakulam,Ernakulam East,Piravom,Chottanikara,Amballur,7.25%,1251,19.5%,2987,20.5%,4265
Ernakulam,Ernakulam East,Piravom,Chottanikara,Edakkattuvayal,7.46%,984,19.3%,1965,20.3%,3124
Ernakulam,Ernakulam East,Piravom,Chottanikara,Chottanikara Gramapanchayath,11.69%,1852,18.9%,2638,19.9%,3714
Ernakulam,Ernakulam East,Piravom,Chottanikara,Mulamthuruthy Gramapanchayath,6.25%,1030,15.4%,2769,16.4%,3055
Ernakulam,Ernakulam City,Thripunithura,Thrippunithura,Udayamperoor,10.96%,2707,18.5%,4081,19.5%,6025
Ernakulam,Thrissur North,Kunnamkulam,Kunnamkulam,Chowannur,25.91%,2966,25.1%,2445,39%,4984
Ernakulam,Ernakulam City,Kochi,Kochi,Kumbalam Gramapanchayath,9.65%,1784,8.3%,1362,10.65%,2345
Ernakulam,Ernakulam City,Kochi,Kochi,Chellanam Gramapanchayath,4.92%,1110,5.2%,1026,6.2%,1648
Ernakulam,Thrissur North,Guruvayoor,Guruvayoor,Punnayoorkulam,16.03%,3425,31%,6286,39%,10892
Alappuzha,Alappuzha North,Alappuzha,Alappuzha,Alappuzha,14.36%,13612,22.7%,21452,25%,30128
Ernakulam,Ernakulam City,Vypen,Cherayi,Edavanakad,10.61%,1373,12.6%,1351,13.6%,2171
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Nedumpram Gramapanchayath,26.2%,2271,28.5%,2092,39%,4315
Ernakulam,Ernakulam City,Vypen,Vypin,Njarackal Gramapanchayath,7.21%,961,10.7%,959,11.7%,1976
Palakkad,Palakkad East,Malampuzha,Malampuzha,Puduppariyaram Gramapanchayath,21.49%,4732,30%,6869,39%,11369
Ernakulam,Ernakulam City,Vypen,Vypin,Mulavukadu Gramapanchayath,4.85%,642,8.6%,1013,9.6%,1400
Ernakulam,Ernakulam City,Eranakulam,Ernakulam North,Cherannalloor Gramapanchayat,7.44%,1369,14.4%,2422,15.4%,3574
Ernakulam,Ernakulam City,Vypen,Vypin,Kadamakkudy Gramapanchayath,5.15%,581,8.2%,792,9.2%,1082
Ernakulam,Ernakulam North,Aluva,Aluva,Keezhmadu Gramapanchayath,7.71%,1793,8.3%,1793,9.3%,2546
Ernakulam,Ernakulam North,Aluva,Aluva,Edathala,10.88%,3160,9.1%,2008,11.88%,4058
Ernakulam,Ernakulam North,Aluva,Aluva,Choornikkara Gramapanchayath,8.34%,1634,9.3%,1800,10.3%,2429
Ernakulam,Ernakulam East,Kunnathunad,Kunnathunadu,Kizhakkambalam Gramapanchayath,1.29%,321,2.6%,597,3.6%,959
Ernakulam,Ernakulam East,Kunnathunad,Kunnathunadu,Vazhakkulam Gramapanchayath,11.44%,3083,8.8%,2455,12.44%,3573
Ernakulam,Ernakulam North,Perumbavoor,Perumbavoor,Vengola,2.57%,843,4.3%,1190,5.3%,1946
Ernakulam,Ernakulam North,Perumbavoor,Perumbavoor,Okkal Gramapanchayath,8.37%,1395,14.2%,1917,15.2%,2890
Ernakulam,Ernakulam North,Perumbavoor,Perumbavoor,Koovappady Gramapanchayath,18.2%,4444,14.8%,3205,19.2%,5208
Ernakulam,Ernakulam North,Perumbavoor,Kuruppampady,Rayamangalam Gramapanchayath,13.01%,3242,11.1%,2078,14.01%,4062
Ernakulam,Ernakulam North,Perumbavoor,Kuruppampady,Vengoor Gramapanchayath,9.07%,1343,9.4%,1176,10.4%,1723
Ernakulam,Ernakulam North,Paravoor,Paravoor,North Paravur,12.69%,2819,23%,4992,25%,5869
Ernakulam,Ernakulam North,Perumbavoor,Kuruppampady,Asamannur,4.53%,609,15.7%,1739,16.7%,2521
Ernakulam,Ernakulam North,Angamaly,Kalady,Malayattoor-Neeleswaram Gramapanchayath,7.36%,1266,9.4%,837,10.4%,2078
Ernakulam,Ernakulam North,Angamaly,Kalady,Kalady,8.74%,1643,8.8%,NA,9.8%,2139
Ernakulam,Ernakulam North,Aluva,Nedumbassery,Kanjoor Gramapanchayath,3.76%,564,9.2%,1183,10.2%,1790
Ernakulam,Ernakulam North,Angamaly,Kalady,Ayyampuzha,2.06%,198,5.7%,490,6.7%,686
Ernakulam,Ernakulam North,Angamaly,Angamaly,Karukutty Gramapanchayath,4.41%,825,5.3%,884,6.3%,1411
Ernakulam,Ernakulam North,Angamaly,Kalady,Manjapra Gramapanchayath,4.07%,457,8.3%,704,9.3%,1099
Ernakulam,Ernakulam North,Angamaly,Angamaly,Thuravoor Gramapanchayat,9.44%,1431,10.1%,2877,11.1%,1965
Ernakulam,Ernakulam North,Angamaly,Angamaly,Mookkannoor Gramapanchayath,6.56%,878,6.1%,695,7.56%,1115
Palakkad,Palakkad East,Malampuzha,Puthussery,Marutharode Gramapanchayath,22.42%,4696,34.2%,4809,39%,10582
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Alangad Gramapanchayath,12.02%,3407,13.1%,3593,14.1%,5008
Ernakulam,Ernakulam North,Paravoor,Paravoor,Varapuzha Gramapanchayath,13.23%,2321,12%,1692,14.23%,2869
Ernakulam,Ernakulam North,Kalamassery,Karumalloor,Karumalloor Gramapanchayath,13.85%,3511,15.8%,3468,16.8%,5178
Ernakulam,Ernakulam North,Paravoor,Vadakkekara,Chittattukara Gramapanchayath,9.11%,1848,16.9%,2942,17.9%,4101
Ernakulam,Ernakulam North,Paravoor,Vadakkekara,Vadakkekkara Gramapanchayath,14.76%,3450,16.8%,3409,17.8%,4757
Ernakulam,Ernakulam North,Paravoor,Paravoor,Ezhikkara,8.28%,1115,16.3%,1913,17.3%,2662
Ernakulam,Ernakulam North,Paravoor,Paravoor,Kottuvally Gramapanchayath,16.83%,4705,16.7%,4382,17.83%,5966
Ernakulam,Ernakulam North,Paravoor,Vadakkekara,Chendamangalam Gramapanchayath,9.14%,1772,14.4%,2486,15.4%,3417
Ernakulam,Ernakulam City,Kochi,Mattancherry,Kochi,10.98%,28929,16.82%,59672,17.82%,73391
Ernakulam,Ernakulam City,Eranakulam,Ernakulam South,Kochi,NA,NA,NA,NA,NA%,NA
Ernakulam,Ernakulam City,Eranakulam,Ernakulam North,Kochi,NA,NA,NA,NA,NA%,NA
Ernakulam,Ernakulam City,Thrikkakara,Pallarivattom,Kochi,NA,NA,NA,NA,NA%,NA
Ernakulam,Ernakulam City,Thripunithura,Palluruthy,Kochi,NA,NA,NA,NA,NA%,NA
Ernakulam,Ernakulam City,Kochi,Kochi,Kochi,NA,NA,NA,NA,NA%,NA
Ernakulam,Thrissur North,Wadakkanchery,Wadakkanchery,Wadakanchery,15.47%,6356,18.1%,6485,19.1%,9649
Palakkad,Palakkad East,Malampuzha,Malampuzha,Malampuzha Gramapanchayath,33.21%,3351,32%,4898,39%,4373
Palakkad,Palakkad East,Nenmara,Kollengode,Muthalamada Gramapanchayath,19.71%,4723,15.5%,2765,39%,11038
Ernakulam,Thrissur North,Guruvayoor,Chavakkad,Chavakkad,14.66%,3736,28.5%,7398,29.5%,9479
Palakkad,Palakkad East,Nenmara,Nenmara,Koduvayur Gramapanchayath,30.34%,5979,23.7%,3812,39%,9183
Palakkad,Palakkad East,Nenmara,Kollengode,Kollengode Gramapanchayat,26.87%,5115,25.1%,5357,39%,8985
Ernakulam,Thrissur South,Chalakudy,Chalakudy,Chalakudy,4.32%,1471,10%,2819,11%,4604
Palakkad,Palakkad East,Malampuzha,Puthussery,Elappully,20.62%,5483,29.6%,7309,39%,11934
Ernakulam,Thrissur South,Chalakudy,Koratty,PariyarmThrissur,4.16%,653,5%,NA,6%,1113
Palakkad,Palakkad East,Alathur,Alathur,Thenkurissi Grampanchayat,16.57%,2908,23.9%,3935,39%,8325
Ernakulam,Thrissur South,Chalakudy,Koratty,Koratty,6.3%,1342,9.1%,1600,10.1%,2786
Ernakulam,Thrissur South,Chalakudy,Chalakudy,Kodassery,7.12%,1632,11.5%,2270,12.5%,3595
Ernakulam,Thrissur South,Chalakudy,Koratty,Kadukutty,8.29%,1411,9%,1357,10%,2092
Ernakulam,Thrissur South,Kodungallur,Mala,Poyya,14.33%,2137,13.8%,1386,15.33%,2509
Palakkad,Palakkad East,Kongad,Kongad,Keralasseri Gramapanchayath,23.41%,2405,31.4%,3085,39%,4788
Palakkad,Palakkad East,Malampuzha,Malampuzha,Mundur Gramapanchayath,21.91%,4394,30.2%,5941,39%,9502
Ernakulam,Thrissur South,Kodungallur,Mala,Annamanada,10.24%,2180,11.8%,2225,12.8%,3311
Ernakulam,Thrissur South,Irinjalakuda,Aloor,Aloor,15.15%,4238,30.9%,8408,31.9%,11217
Palakkad,Palakkad West,Mannarkad,Attappady,Parudur,24.88%,2135,26.4%,9661,39%,3802
Ernakulam,Thrissur South,Kodungallur,Kodungallur,Vellangalur,15.16%,3582,14.3%,3224,16.16%,4790
Ernakulam,Thrissur South,Kodungallur,Kodungallur,Puthenchira,19.99%,2901,13.4%,1712,20.99%,3486
Palakkad,Palakkad West,Mannarkad,Attappady,Agali,17.39%,3594,23.5%,4629,39%,9381
Palakkad,Palakkad East,Kongad,Karimba,Karimba,19.47%,3552,22.5%,3817,39%,8698
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Thiruvalla,Kuttoor Gramapanchayath,26.96%,3360,32.8%,3387,39%,6496
Ernakulam,Thrissur South,Irinjalakuda,Aloor,Muriyad,19.3%,3750,37.2%,6916,38.2%,9213
Ernakulam,Thrissur South,Irinjalakuda,Irinjalakuda,Kattoor,17.24%,2038,33.8%,3562,34.8%,5276
Palakkad,Palakkad West,Ottapalam,Ottapalam,Lakkidi Peroor Gram Panchayat,28.96%,6373,31.2%,6397,39%,10677
Palakkad,Palakkad West,Ottapalam,Ottapalam,Ambalapara,26.21%,6255,30.5%,7008,39%,11895
Ernakulam,Thrissur City,Puthukkad,Amballur,Thrikkur,17.76%,3499,38.8%,NA,39.8%,9200
Ernakulam,Thrissur City,Puthukkad,Puthukkad,Pudukkad,15.43%,2527,35.4%,5232,36.4%,6879
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Mallappally Gramapanchayath,11.52%,1280,22.9%,2201,39%,6109
Palakkad,Palakkad West,Thrithala,Thrithala,Nagalassery Grampanchayat,24.88%,4564,23.9%,4231,39%,8803
Palakkad,Malappuram West,Thavanur,Thavanur,Edappal,19.38%,4328,21.3%,4030,39%,10957
Ernakulam,Thrissur City,Puthukkad,Amballur,Alagappanagar,11.2%,2254,34.3%,6566,35.3%,8205
Palakkad,Malappuram West,Vallikkunnu,Vallikkunnu,Vallikkunnu,13.74%,4500,19.6%,9173,39%,14974
Palakkad,Malappuram West,Vallikkunnu,Pallikkal,Chelembra,15.32%,3463,18.9%,NA,39%,10597
Palakkad,Malappuram West,Vallikkunnu,Pallikkal,Pallikkal,7.76%,2471,10.4%,4007,39%,14785
Kozhikode,Kozhikode City,Kunnamangalam,Kunnamangalam,Kunnamangalam,21.89%,7787,21.8%,7489,39%,16535
Kozhikode,Kozhikode Rural,Elathur,Chelannur,Nanminda,17.68%,3602,18.4%,3506,39%,9263
Kozhikode,Kozhikode Rural,Elathur,Chelannur,Kakkur,15.94%,2691,18.1%,2795,39%,7560
Kozhikode,Kozhikode North,Koyilandy,Koyilandy,Chengottukavu,21.41%,4108,16.8%,2946,39%,8792
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Kunnanthanam Gramapanchayath,19.38%,2428,26.4%,2945,39%,6704
Ernakulam,Thrissur City,Nattika,Nattika,Anthikkad,17.2%,2402,38.5%,6599,39.5%,6954
Ernakulam,Thrissur South,Kaipamangalam,Edavilangu,Eriyad,12.96%,3762,11%,2750,13.96%,5059
Palakkad,Wayanad,Sulthanbathery,Pulpally,Poothadi,24.26%,6233,28.2%,6264,39%,12169
Palakkad,Wayanad,Kalpetta,Padinjarathara,Kottathara,19.69%,2288,22%,2300,39%,5048
Palakkad,Wayanad,Sulthanbathery,Sulthan Bathery,Nenmeni,11.39%,3508,22.8%,6402,39%,13938
Ernakulam,Thrissur South,Kaipamangalam,Kaipamangalam,Mathilakam,14.33%,2630,13.2%,3289,15.33%,3502
Ernakulam,Thrissur South,Kaipamangalam,Kaipamangalam,Kaipamangalam,13.34%,3087,12.1%,2115,14.34%,4205
Ernakulam,Thrissur South,Kaipamangalam,Kaipamangalam,Edathiruthy,11.61%,2188,13.1%,2246,14.1%,3446
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Kottangal Gramapanchayath,18.41%,2015,27.2%,2528,39%,5662
Thiruvananthapuram,Pathanamthitta,Ranni,Ayiroor,Kottanad Gramapanchayath,23.19%,2065,29.2%,2225,39%,4851
Kozhikode,Kannur South,Kuthuparamba,Panoor,Triprangottoor,25.99%,5292,16%,3442,39%,9587
Thiruvananthapuram,Pathanamthitta,Thiruvalla,Mallappally,Kaviyoor Gramapanchayath,28.18%,3057,30.2%,2792,39%,5280
Ernakulam,Thrissur North,Guruvayoor,Chavakkad,Engandiyoor,28.04%,4428,49.1%,5327,50.1%,10016
Ernakulam,Thrissur City,Manalur,Manalur,Venkitangu,15.87%,2457,31.1%,4956,32.1%,7086
Ernakulam,Thrissur City,Manalur,Pavaratty,Pavaratty,20.11%,2548,28.3%,3227,29.3%,5047
Ernakulam,Thrissur City,Manalur,Manalur,Mullassery,28.05%,4021,43.5%,6313,44.5%,7922
Kozhikode,Kasaragod,Kasargod,Kasaragod,Mogral-Puthur,20.55%,3051,28.8%,4087,39%,7068
Ernakulam,Thrissur North,Wadakkanchery,Kaipparambu,Kolazhy,13.37%,2808,23.2%,4411,24.2%,6713
Ernakulam,Thrissur North,Wadakkanchery,Kaipparambu,Tholur,14.9%,1938,16.9%,2121,17.9%,2843
Ernakulam,Thrissur North,Wadakkanchery,Wadakkanchery,Mulamkunnathukavu,11.11%,1515,16.6%,2051,17.6%,2951
Ernakulam,Thrissur North,Wadakkanchery,Kaipparambu,Kaiparambu,17.82%,3899,20.4%,4249,21.4%,5641
Ernakulam,Thrissur North,Wadakkanchery,Wadakkanchery,Avanur,16.58%,2589,21%,3195,22%,4057
Kozhikode,Kasaragod,Manjeshwaram,Kumbla,Kumbala,26.24%,7040,29.4%,8343,39%,14385
Kozhikode,Kasaragod,Manjeshwaram,Kumbla,Puthige,19.29%,2704,30%,4014,39%,6671
Ernakulam,Thrissur City,Ollur,Peechi,Pananchery,17.32%,5283,33.2%,9499,34.2%,13058
Ernakulam,Thrissur City,Ollur,Ollur,Nadathara,17.37%,3742,40.6%,8563,41.6%,10292
Kozhikode,Kasaragod,Manjeshwaram,Manjeshwar,Vorkady,29%,4709,36%,5739,39%,7611
Kozhikode,Kasaragod,Manjeshwaram,Manjeshwar,Manjeswaram,26.25%,6270,33.6%,8014,39%,12563
Ernakulam,Thrissur North,Chelakkara,Chelakkara,Pazhayannur,14.1%,3761,17.3%,4096,18.3%,5759
Ernakulam,Thrissur North,Chelakkara,Cheruthuruthy,Panjal,21.65%,3778,20.4%,3107,22.65%,4377
Kozhikode,Kasaragod,Udma,Muliyar,Delampadi,26.57%,4086,29.3%,3977,39%,7094
Ernakulam,Thrissur North,Chelakkara,Cheruthuruthy,Vallathole Nagar,18.25%,3114,20.6%,3290,39%,7924
Kozhikode,Kasaragod,Kasargod,Badiadka,Karaduka,33.16%,4666,37.2%,4917,39%,6266
Ernakulam,Thrissur North,Chelakkara,Cheruthuruthy,Varavoor,16.46%,2211,18.5%,2270,19.5%,2933
Ernakulam,Thrissur North,Wadakkanchery,Wadakkanchery,Thekkumkara,11.84%,2538,16.9%,3203,17.9%,4641
Ernakulam,Thrissur North,Chelakkara,Cheruthuruthy,Mullurkkara,24.24%,3380,18.7%,2276,25.24%,4295
Ernakulam,Thrissur North,Kunnamkulam,Erumapetty,Erumapetty,18.87%,3973,20%,6560,21%,5302
Ernakulam,Thrissur North,Chelakkara,Cheruthuruthy,Desamangalam,13.2%,1968,18.5%,NA,19.5%,3491
Ernakulam,Thrissur North,Kunnamkulam,Erumapetty,Velur,22.33%,4476,17.7%,2808,23.33%,5803
Ernakulam,Thrissur North,Kunnamkulam,Erumapetty,Kadangode,15.51%,3342,17.2%,3474,18.2%,4902
Alappuzha,Alappuzha South,Haripad,Karthikappalli,Muthukulam gram panchayat,22.66%,3198,38.1%,5670,39.1%,6754
Ernakulam,Thrissur North,Kunnamkulam,Kunnamkulam,Kattakampal,16.93%,2908,18.5%,2831,19.5%,4252
Ernakulam,Thrissur City,Manalur,Pavaratty,Kandanassery,16.79%,2765,36.9%,6099,39%,8091
Ernakulam,Thrissur North,Kunnamkulam,Erumapetty,Kadavalloor,6.96%,1680,14.9%,3295,15.9%,4941
Alappuzha,Alappuzha South,Kayamkulam,Kayamkulam,Pathiyoor gram panchayat,25.54%,5888,38.1%,7670,39.1%,11322
Ernakulam,Thrissur City,Manalur,Pavaratty,Choondal,16.05%,3381,29.1%,5809,30.1%,7743
Ernakulam,Thrissur North,Guruvayoor,Guruvayoor,Vadakkekkad,12.41%,2142,25%,4372,26%,6098
Ernakulam,Thrissur City,Manalur,Manalur,Elavally,29.18%,5417,38.3%,6915,39.3%,9074
Ernakulam,Thrissur North,Guruvayoor,Guruvayoor,Punnayoor,8.5%,2022,15.7%,3627,16.7%,5202
Ernakulam,Thrissur North,Guruvayoor,Chavakkad,Orumanayoor,8.96%,656,23.8%,1906,24.8%,2423
Ernakulam,Thrissur North,Guruvayoor,Chavakkad,Kadappuram,11.96%,1814,14.9%,2278,15.9%,3430
Palakkad,Palakkad West,Mannarkad,Mannarkkad,Mannarkad,11.54%,2241,18.5%,3642,19.5%,4491
Palakkad,Palakkad West,Shornur,Cherpulassery,Cherpulassery,11.6%,3101,18.8%,4204,19.8%,5969
Palakkad,Palakkad West,Pattambi,Pattambi,Pattambi,11.99%,2155,17.7%,3453,18.7%,4073
Palakkad,Palakkad East,Chittur,Chittoor,ChitturThathamangalam,6.45%,1448,20.4%,3699,21.4%,5263
Alappuzha,Alappuzha South,Kayamkulam,Kayamkulam,Devikulangara Grama Panchayat,23.52%,3389,38.4%,4317,39.4%,6323
Palakkad,Palakkad East,Kongad,Kongad,Parli Gramapanchayath,38.56%,8700,37%,7923,39.56%,10777
Ernakulam,Thrissur South,Kodungallur,Kodungallur,Kodungallur,38.67%,17822,26.6%,21512,39.67%,21905
Palakkad,Palakkad West,Tarur,Vadakkenchery,Kannambra Gramapanchayath,10.02%,1672,17.8%,2741,18.8%,3733
Palakkad,Palakkad West,Tarur,Vadakkenchery,Vadakkenchery Gramapanchayath,11.48%,2636,17.3%,4092,18.3%,4868
Palakkad,Palakkad West,Tarur,Tharur,Tarur Grampanchayat,16.1%,2666,18.6%,2912,19.6%,4099
Thiruvananthapuram,Thiruvananthapuram North,Varkala,Navaikulam,Chemmaruthy Gramapanchayath,27.03%,5518,38.7%,7521,39.7%,10554
Palakkad,Palakkad East,Alathur,Vandazhi,Kizhakkanchery Gramapanchayath,10.94%,2790,15%,3670,16%,5013
Palakkad,Palakkad West,Tarur,Vadakkenchery,Kavassery,11.33%,2117,18.9%,3270,19.9%,4344
Palakkad,Palakkad East,Alathur,Alathur,Erimayur,9.89%,1914,16.6%,3126,17.6%,4282
Palakkad,Palakkad East,Alathur,Alathur,Alathur,5.98%,1060,14.3%,2384,15.3%,2898
Palakkad,Palakkad East,Malampuzha,Puthussery,Kodumbu,16.71%,2601,28%,3924,29%,5187
Palakkad,Wayanad,Sulthanbathery,Sulthan Bathery,Noolpuzha,12.58%,2185,23.3%,3460,25%,4779
Palakkad,Palakkad East,Palakkad,Palakkad,Palakkad,35.77%,28546,38.7%,42237,39.7%,44793
Thiruvananthapuram,Thiruvananthapuram South,Kovalam,Kovalam,Venganoor Gramapanchayat,25.07%,5986,39.1%,7927,40.1%,11408
Alappuzha,Alappuzha South,Kayamkulam,Chettikulangara,Chettikulangara Grama Panchayat,27.47%,6693,39.1%,7837,40.1%,12357
Ernakulam,Thrissur City,Manalur,Manalur,Vadanappilly,31.34%,5871,39.1%,7701,40.1%,9626
Palakkad,Wayanad,Sulthanbathery,Pulpally,Pulpally,16.96%,3604,23.6%,4304,24.6%,6382
Palakkad,Palakkad East,Nenmara,Nenmara,Nemmara Grampanchayat,14.4%,3501,20.5%,4501,21.5%,5852
Palakkad,Palakkad East,Alathur,Vandazhi,Melarcode Grampanchayat,15.96%,2869,18.2%,2879,19.2%,4035
Palakkad,Palakkad East,Nenmara,Nenmara,Pallassena Grampanchayat,19.02%,3194,21.1%,3106,22.1%,3833
Palakkad,Palakkad East,Nenmara,Kollengode,Elavanchery Gramapanchayath,15.19%,1945,16.4%,1867,17.4%,2536
